"Código";"Nome Produto";"Un."
"F4ALM01607";"RETENTOR DE OLEO 44,5X70X10 (5162)";"PC"
"F4ALM01608";"RETENTOR DE OLEO 45X65X10 (5162)";"PC"
"F4ALM01609";"RETENTOR DE OLEO 34X62,1X10 (5162)";"PC"
"F4ALM01610";"RETENTOR DE OLEO 85X130X12 (5162)";"PC"
"F4ALM01611";"RETENTOR DE OLEO 60X78X8 (5162)";"PC"
"F4ALM01612";"RETENTOR DE OLEO 68X85X10 (5162)";"PC"
"F4ALM01613";"RETENTOR DE OLEO 50X85X10 (5162)";"PC"
"F4ALM01614";"RETENTOR DE OLEO 60X80X10 (5162)";"PC"
"F4ALM01615";"RETENTOR DE OLEO 60X70,5X8 (5162)";"PC"
"F4ALM01616";"RETENTOR DE OLEO 60X75X8 (5162)";"PC"
"F4ALM01617";"RETENTOR DE OLEO 75X130X12 (5162)";"PC"
"F4ALM01618";"RETENTOR DE OLEO 10X40X85 (5162)";"PC"
"F4ALM01619";"RETENTOR DE OLEO 22X32 (5162)";"PC"
"F4ALM01620";"RETENTOR DE OLEO 50X8X8 (5162)";"PC"
"F4ALM01621";"RETENTOR DE OLEO 80X100X10 (5162)";"PC"
"F4ALM01622";"RETENTOR DE OLEO 50X8X8 (5162)";"PC"
"F4ALM01623";"VÁLVULA PNEUMÁTICA 5 VIAS ROSCA 1/8 (5162)";"PC"
"F4ALM01624";"VÁLVULA PNEUMÁTICA 5 VIAS ROSCA 1/4 (5162)";"PC"
"F4ALM01625";"VÁLVULA PNEUMÁTICA 5 VIAS ROSCA 3/8 (5162)";"PC"
"F4ALM01626";"VÁLVULA PNEUMÁTICA 5 VIAS ROSCA 1/2  (5162)";"PC"
"F4ALM01627";"REDUÇÃO PARA AR 6X4  (5162)";"PC"
"F4ALM01628";"REDUÇÃO PARA AR 8X6  (5162)";"PC"
"F4ALM01629";"REDUÇÃO PARA AR 10X8  (5162)";"PC"
"F4ALM01630";"REDUÇÃO PARA AR 12X10  (5162)";"PC"
"F4ALM01631";"REDUÇÃO 1/2 PARA 3/8  (5162)";"PC"
"F4ALM01632";"REDUÇÃO 3/8 PARA 1/4  (5162)";"PC"
"F4ALM01633";"MANGUEIRA DE SUCÇÃO 6" (5162)";"M"
"F4ALM01637";"BUCHA DO MOINHO  (5162)";"PC"
"F4ALM01638";"PROTEÇÃO   (5162)";"PC"
"F4ALM01639";"ENGRENAGEM HELICOIDAL DO RECARTILHO (5162)";"CJ"
"F4ALM01640";"PORCA DO EIXO DA MAQUINA CORTAR TUBETE (5162)";"PC"
"F4ALM01641";"EIXO E ENGRENAGEM DO CARRO ESTIRO (5162)";"CJ"
"F4ALM01642";"GASOLINA  (5162)";"LT"
"F4ALM01643";"LUBRIFICANTE P/ MOTOR 2 TEMPOS (5162)";"LT"
"F4ALM01561";"LUBRIFICANTE PARA CORREIA (5162)";"LT"
"F4ALM01566";"ÁGUARRAS (5162)";"LT"
"F4ALM01644";"CHAVE INTERRUPTOR 6 PINOS (5162)";"PC"
"F4ALM01645";"REPARO VÁLVULA HYDRA 2550 (5162)";"PC"
"F4ALM01646";"TINTA EXTERIOR E INTERIOR CINZA CONFORT (5162)";"LT"
"F4ALM01651";"RELE DE SEGURANÇA WEG/CP-D 24V (5162)";"PC"
"F4ALM01647";"FONTE CHAVEADA 24V 5A (5162)";"PC"
"F4ALM01648";"FONTE CHAVEADA 24V 10A (5162)";"PC"
"F4ALM01649";"LED DRIVER HH-PF10S12P (5162)";"PC"
"F4ALM01650";"PISTOLA DE PINTURA (5162)";"PC"
"F4ALM01652";"TERMOPAR PT100 (5162)";"PC"
"F4ALM01653";"TERMOPAR TIPO J (5162)";"PC"
"F4ALM01654";"BOURNE DE PASSAGEM MOLA 2,5MM WEIDMULLER (5162)";"PC"
"F4ALM01655";"CONECTOR SINDAL 10MM  (5162)";"PC"
"F4ALM01656";"TERMO RETRATIL 0,5MM  (5162)";"M"
"F4ALM01657";"TERMO RETRATIL 1MM  (5162)";"M"
"F4ALM01658";"TERMO RETRATIL 10MM  (5162)";"M"
"F4ALM01659";"CHAVE FIM DE CURSO LSWPF20  (5162)";"PC"
"F4ALM01660";"PARAFUSO ALLEN M20X130  (5162)";"PC"
"F4ALM01661";"SENSOR INDUTIVO FACEADO M12 2MM C/ CONECTOR M12  (5162)";"UN"
"F4ALM01662";"CABO C/ CONECTOR M12 RETO - 4 PINOS 2M  (5162)";"UN"
"F4ALM01663";"FONTE CHAVEADA 120W - ALIM 90-264VCA - SAIDA 24VCC-5A  (5162)";"UN"
"F4ALM01664";"FONTE DE ALIMENTAÇÃO   (5162)";"UN"
"F4ALM01665";"TELA DE JUTA  (5162)";"M"
"F4ALM01666";"CARRINHO DE MÃO  (5162)";"UN"
"F4ALM01667";"CADEIRA DE ESCRITÓRIO  (5162)";"UN"
"F4ALM01668";"TAMPÃO E-47X7 NACIONAL  (5162)";"PC"
"F4ALM01669";"RETENTOR 8044-VD NACIONAL  (5162)";"PC"
"F4ALM01670";"ROLAMENTO 30204 SKF (5162)";"PC"
"F4ALM01671";"SEXTAVADO INT. M 16X130 (5162)";"PC"
"F4ALM01672";"THINNER (5162)";"LT"
"F4ALM01673";"VEDA ROSCA (5162)";"PC"
"F4ALM01674";"PEDRA PARA JARDIM (5162)";"KG"
"F4ALM01675";"ADUBO (5162)";"KG"
"F4ALM01676";"TERRA ADUBADA (5162)";"KG"
"F4ALM01677";"PREGO 17X21 (5162)";"KG"
"F4ALM01678";"PREGO18X27 (5162)";"KG"
"F4ALM01679";"CONE BALIZADOR (5162)";"PC"
"F4ALM01680";"GAXETA DE FIBRA DE VIDRO  (5162)";"M"
"F4ALM01681";"GAXETA TEFLONADA (5162)";"M"
"F4ALM01682";"MOTOR RADIAL CENTRIFUGO 3CV (5162)";"PC"
"F4ALM01683";"PARAFUSO ALLEN M4X10 CABEÇA CHATA (5162)";"PC"
"F4ALM01684";"PARAFUSO ALLEN M4X15 CABEÇA CHATA (5162)";"PC"
"F4ALM01685";"PARAFUSO ALLEN M6X6 SEM CABEÇA (5162)";"PC"
"F4ALM01686";"PARAFUSO ALLEN M6X10 SEM CABEÇA (5162)";"PC"
"F4ALM01687";"CONTROLADOR CT6M-1P2 (24V) AUTONICS (5162)";"PC"
"F4ALM01688";"CONTROLADOR CT6M-1P4 (220V) AUTONICS (5162)";"PC"
"F4ALM01689";"CAPACITADOR PARA VENTILADOR 50/60HZ (5162)";"PC"
"F4ALM01690";"SIFÃO PARA PIA (5162)";"PC"
"F4ALM01691";"CILINDRO PNEUMÁTICO W1210160030 (5162)";"PC"
"F4ALM01692";"CILINDRO PNEUMÁTICO CP96SDB125-25 (5162)";"PC"
"F4ALM01693";"CILINDRO PNEUMÁTICO DNG-160-25-PPV (5162)";"PC"
"F4ALM01694";"CILINDRO PNEUMÁTICO CP96SDB80-200C (5162)";"PC"
"F4ALM01695";"CILINDRO PNEUMÁTICO VDMA24562 (5162)";"PC"
"F4ALM01696";"CILINDRO PNEUMÁTICO 12113350160CP (5162)";"PC"
"F4ALM01697";"CILINDRO PNEUMÁTICO DNC-50-80 PPV (5162)";"PC"
"F4ALM01698";"CILINDRO PNEUMÁTICO 25433630140CP (5162)";"PC"
"F4ALM01699";"CILINDRO PNEUMÁTICO 1213630085CP (5162)";"PC"
"F4ALM01700";"CILINDRO PNEUMÁTICO 1240500050XP (5162)";"PC"
"F4ALM01701";"CILINDRO PNEUMÁTICO 1213500085CV (5162)";"PC"
"F4ALM01702";"CILINDRO PNEUMÁTICO 1213320200CN160 (5162)";"PC"
"F4ALM01703";"CILINDRO PNEUMÁTICO 1213320065CP (5162)";"PC"
"F4ALM01704";"CILINDRO PNEUMÁTICO 2800320060XP (5162)";"PC"
"F4ALM01705";"CILINDRO PNEUMÁTICO 2800320040CP (5162)";"PC"
"F4ALM01706";"CILINDRO PNEUMÁTICO CP 95SDB 50-160 (5162)";"PC"
"F4ALM01707";"CILINDRO PNEUMÁTICO DNC 32-150-PPV CN14 (5162)";"PC"
"F4ALM01708";"CILINDRO PNEUMÁTICO Ø50X150 (5162)";"PC"
"F4ALM01709";"CILINDRO PNEUMÁTICO CP96SDB40-80C (5162)";"PC"
"F4ALM01710";"CILINDRO PNEUMÁTICO 2300320020CP (5162)";"PC"
"F4ALM01711";"CILINDRO PNEUMÁTICO RSQB32-20DZ (5162)";"PC"
"F4ALM01712";"CILINDRO PNEUMÁTICO ADVU-32-50 P-A (5162)";"PC"
"F4ALM01713";"CILINDRO PNEUMÁTICO 25B0320020XP (5162)";"PC"
"F4ALM01714";"CILINDRO PNEUMÁTICO 1213400 300CP (5162)";"PC"
"F4ALM01715";"CILINDRO HIDRÁULICO CNGMS080LEB0001 (5162)";"PC"
"F4ALM01716";"GRAXA PARA ROLAMENTO (5162)";"KG"
"F4ALM01717";"PREGO 15X15 (5162)";"KG"
"F4ALM01718";"CORDÃO DE SILICONE 5X18MM (5162)";"M"
"F4ALM01719";"RAÇÃO NUTRIPISCIS TR 32 6 A 8MM (74777)";"UN"
"F4ALM01720";"ESCOVA DE AÇO (5162)";"PC"
"F4ALM01721";"NOBREAK 2000VA/2000W ENTRADA 127,115,220 SAIDA 115 (5162)";"PC"
"F4ALM01722";"PULVERIZADOR COSTA MANUAL (5162)";"PC"
"F4ALM01723";"RONDUP ORIGINAL (5162)";"LT"
"F4ALM01724";"LUBRIFICANTE ESPECIAL ALTA TEMPERATURA  (5162)";"KG"
"F4ALM01725";"CORREIA 1064/8M  (5162)";"PC"
"F4ALM01726";"CONJUNTO DE MODULO PARA RELOGIO COMPARADOR (5162)";"PC"
"F4ALM01727";"ARRUELA PLASTICA P/ MED DE ESPESSURA (5162)";"PC"
"F4ALM01728";"BATERIA 1.5V SR44 P/ PAQUIMETRO DIGITAL (5162)";"PC"
"F4ALM01729";"ALAVANCA P/ RELOGIO COMP. MODELOS ATE 12.7MM (5162)";"PC"
"F4ALM01730";"TAMPA DA BATERIA P/ RELOGIO COMP. ID-C (5162)";"PC"
"F4ALM01731";"PARAFUSO ALLEN 1/2X1" 3/4 PASSO 12 (5162)";"PC"
"F4ALM01732";"CALIBRE DE ROSCAS (5162)";"PC"
"F4ALM01733";"RESISTÊNCIA 990WX230V/232MMX205MM (5162)";"PC"
"F4ALM01734";"RETALHO DE PANO (5162)";"KG"
"F4ALM01735";"CADEIRINHA 25X30X45 (5162)";"PC"
"F4ALM01736";"TELA GALVANIZADA 2" FIO 12 (5162)";"PC"
"F4ALM01737";"CANTONEIRA 1/2" ESPESSURA 1/8" (5162)";"PC"
"F4ALM01738";"CONJ. BLOQUEIO ELETRICISTA CADEADO/ CARTÃO/ BLOQUEIO (5162)";"PCT"
"F4ALM01739";"UNIDADE COMPRESSORA (5162)";"PC"
"F4ALM01740";"RADIADOR (5162)";"PC"
"F4ALM01741";"SEPARADOR (5162)";"PC"
"F4ALM01742";"KIT DE MAGUEIRAS (5162)";"PC"
"F4ALM01743";"CONEXÃO RETA P/ AR 4MM C/ ROSCA DE 5MM (5162)";"PC"
"F4ALM01744";"CONEXÃO RETA P/ AR 6MM C/ ROSCA DE 1/8" (5162)";"PC"
"F4ALM01745";"RODIZIO P/ CARRINHO 1 1/2 C/ TRAVA (5162)";"PC"
"F4ALM01746";"RODIZIO P/ CARRINHO 1 1/2 SEM TRAVA (5162)";"PC"
"F4ALM01747";"RODIZIO P/ CARRINHO 2" C/ TRAVA (5162)";"PC"
"F4ALM01748";"RODIZIO P/ CARRINHO 2" SEM TRAVA (5162)";"PC"
"F4ALM01749";"RODIZIO P/ CARRINHO 2 1/2 SEM TRAVA (5162)";"PC"
"F4ALM01750";"RODIZIO P/ CARRINHO 2 1/2 C/ TRAVA (5162)";"PC"
"F4ALM01751";"RODIZIO P/ CARRINHO 3" C/ TRAVA (5162)";"PC"
"F4ALM01752";"RODIZIO P/ CARRINHO 3" SEM TRAVA (5162)";"PC"
"F4ALM01753";"RODIZIO P/ CARRINHO 4" C/ TRAVA (5162)";"PC"
"F4ALM01754";"RODIZIO P/ CARRINHO 4" SEM TRAVA (5162)";"PC"
"F4ALM01755";"RELE DE SEGURANÇA 24V RB MOD 301 MC SCHMERSHAL (5162)";"PC"
"F4ALM01756";"PINO ELÁSTICO 4MM (5162)";"PC"
"F4ALM01757";"PINO ELÁSTICO 5MM (5162)";"PC"
"F4ALM01758";"QUADRO ELÉTRICO 40X50X20 (5162)";"PC"
"F4ALM01759";"RELE LOTI DC2440-4 (5162)";"PC"
"F4ALM01760";"VÁLVULA DE PIA (5162)";"PC"
"F4ALM01761";"TUBO CALANDRADO DA RESISTENCIA EXTRUSORA (5162)";"PC"
"F4ALM01762";"CILINDRO DE BORRACHA ESTIRO (5162)";"PC"
"F4ALM01763";"ANEL CALÇO DA ENGRENAGEM RECARTILHO (5162)";"PC"
"F4ALM01764";"EIXO DO CILINDRO CROMO DURO CARRO ESTIRO (5162)";"CJ"
"F4ALM01765";"ROLO RECARTILHO (5162)";"PC"
"F4ALM01766";"CHAPA PENEIRA EXTRUSORA (5162)";"PC"
"F4ALM01767";"BUCHA DE BRONZE (5162)";"CJ"
"F4ALM01768";"BUCHA TEFLON EXTRUSORA (5162)";"PC"
"F4ALM01770";"BORRACHA DE SILICONE 30MM X 5MM (5162)";"M"
"F4ALM01771";"LÂMPADA T8 FLUORESCENTE  (5162)";"PC"
"F4ALM01772";"MASSA PLÁSTICA  (5162)";"KG"
"F4ALM01773";"GEL DESENGRAXANTE H PLUS (5162)";"KG"
"F4ALM01769";"PARAFUSO M3X25 C/ CABEÇA DE APERTO (5162)";"PC"
"F4ALM01774";"RESISTÊNCIA ALETADA TUBULAR 1200W/230V/ 900MMX30MM (5162)";"PC"
"F4ALM01775";"BARRA ROSCADA 6MM (5162)";"M"
"F4ALM01776";"BARRA ROSCADA 8MM (5162)";"M"
"F4ALM01777";"BARRA ROSCADA 3/8 (5162)";"M"
"F4ALM01778";"BARRA ROSCADA 10MM (5162)";"M"
"F4ALM01779";"BARRA ROSCADA 12MM (5162)";"M"
"F4ALM01780";"BARRA ROSCADA 1/2 (5162)";"M"
"F4ALM01781";"BARRA ROSCADA 1/4 (5162)";"M"
"F4ALM01782";"BARRA ROSCADA 3/16 (5162)";"M"
"F4ALM01783";"BARRA ROSCADA 14MM (5162)";"M"
"F4ALM01784";"BARRA ROSCADA 5/8 (5162)";"M"
"F4ALM01785";"BARRA ROSCADA 5/16 (5162)";"M"
"F4ALM01786";"FILTRO DE ÓLEO (5162)";"PC"
"F4ALM01787";"ELEMENTO FILTRO DE AR (5162)";"PC"
"F4ALM01788";"GRAXA POLIREX (5162)";"UN"
"F4ALM01789";"ÓLEO LUBRIFICANTE SINTETICO 4000 HRS (5162)";"LT"
"F4ALM01790";"TORNEIRA PARA JARDIM (5162)";"PC"
"F4ALM01791";"CANTONEIRA 3"X3/8 DE ESPESSURA (5162)";"PC"
"F4ALM01792";"TALABARTE "Y" (5162)";"PC"
"F4ALM01793";"ADITIVO FLUSH LTRS  (5162)";"PC"
"F4ALM01794";"REPARO TERMOSTATICO  (5162)";"PC"
"F4ALM01796";"KIT DE MAGUEIRA HIDRAULICA  (5162)";"PC"
"F4ALM01797";"PRODUTO THILEX LIMPEZA QUIMICA  (5162)";"PC"
"F4ALM01798";"ORING KIT VITON  (5162)";"PC"
"F4ALM01799";"CONJUNTO DE REPARO CORTA OLEO  (5162)";"PC"
"F4ALM01795";"LUBRIFICANTE P/ COMPRESSORES  (5162)";"UN"
"F4ALM01800";"KIT FERRAMENTA 1/4 C/ MALETA STELS (5162)";"PC"
"F4ALM01801";"PARAFUSO ALLEN 20X90 (5162)";"PC"
"F4ALM01802";"PARAFUSO ALLEN 5/8X1"7/8 (5162)";"PC"
"F4ALM01803";"VÁLVULA DE AR BSP 1/8 (5162)";"PC"
"F4ALM01804";"VÁLVULA DE AR BSP 1/4 (5162)";"PC"
"F4ALM01805";"VÁLVULA DE AR BSP 3/8 (5162)";"PC"
"F4ALM01806";"VÁLVULA INTERNA DE PASSAGEM DE AR 11MM (5162)";"PC"
"F4ALM01807";"VÁLVULA INTERNA DE PASSAGEM DE AR 21MM (5162)";"PC"
"F4ALM01808";"CÂMARA DE AR GOLDEN FIX (5162)";"M"
"F4ALM01809";"FITA DE PROTEÇÃO GOLDEN FIX (5162)";"M"
"F4ALM01810";"CASTANHA INFERIOR DE VEDAÇÃO VÁLVULA LADO OPOSTO (5162)";"PC"
"F4ALM01811";"CASTANHA INFERIOR DE VEDAÇÃO LADO VÁLVULA (5162)";"PC"
"F4ALM01812";"CASTANHA DE VEDAÇÃO SUPERIOR  (5162)";"PC"
"F4ALM01813";"FILTRO ELIMINADOR 48DC  (5162)";"PC"
"F4ALM01814";"FLUIDO REFRIGERANTE   (5162)";"KG"
"F4ALM01815";"KIT SOLDA   (5162)";"UN"
"F4ALM01817";"ÓLEO LUBRAX 32.  (5162)";"LT"
"F4ALM01818";"MOTOR 2CV  (5162)";"PC"
"F4ALM01819";"BORRACHA DIÂMETRO 6MM (5162)";"M"
"F4ALM01820";"BORRACHA DIÂMETRO 5MM (5162)";"M"
"F4ALM01821";"PORCA M5 (5162)";"PC"
"F4ALM01822";"ARRUELA M5 (5162)";"PC"
"F4ALM01823";"PARAFUSO ALLEN 5/8X1"1/4 (5162)";"PC"
"F4ALM01824";"PARAFUSO ALLEN M20X70 (5162)";"PC"
"F4ALM01825";"PARAFUSO ALLEN 1/2 PASSO 12X5" (5162)";"PC"
"F4ALM01826";"CHAPA PRETA N°12 (5162)";"UN"
"F4ALM01827";"CHAPA PRETA N°14 (5162)";"UN"
"F4ALM01828";"RESISTÊNCIA MAX POWER 3300X/220V 11/2021 (5162)";"PC"
"F4ALM01816";"NITROGÊNIO COMPR. (5162)";"PC"
"F4ALM01829";"ROLAMENTO 606 ZZ (5162)";"PC"
"F4ALM01830";"CHAVE FIM DE CURSO FM7311 (5162)";"PC"
"F4ALM01831";"RESISTÊNCIA COLEIRA 155MMX100MM DE ALTURA (5162)";"PC"
"F4ALM01832";"SENSOR NTC (5162)";"PC"
"F4ALM01833";"RODEL TITANIO UNIVERSAL 22X90MM (5162)";"UN"
"F4ALM01834";"RESISTÊNCIA 3000W/220V X 570MM (5162)";"PC"
"F4ALM01835";"MANTA DE COCO BASKET 30CM (5162)";"UN"
"F4ALM01836";"CASCA DE PINUS POLIDA (5162)";"SC"
"F4ALM01837";"LAMTHRINE GARDEN DIPIL - 25GR (5162)";"UN"
"F4ALM01838";"MÓDULO DIGITAL ADAM 6050 (5162)";"PC"
"F4ALM01839";"PONTE CONECTORA WEIDMULLER 2,5MM (5162)";"PC"
"F4ALM01840";"MOTOBOMBA SUBMERSIVEL 4MS 5/28 5,5HP 220V (5162)";"UN"
"F4ALM01841";"ANILHA S (5162)";"PC"
"F4ALM01842";"ANILHA L (5162)";"PC"
"F4ALM01843";"CHAPA DE ACRÍLICO 2MX1MX5MM (5162)";"PC"
"F4ALM01844";"PLACA DE CONTROLE FITILHO (5162)";"PC"
"F4ALM01845";"RABICHO 1/2 P/ TORNEIRA (5162)";"PC"
"F4ALM01846";"LAMPADA T8 FLUORESCENTE (5162)";"PC"
"F4ALM01847";"MANDRIL P/ FURADEIRA BOSH 1,5 A 13MM (5162)";"PC"
"F4ALM01848";"DESENGRAXANTE VK DESENGRAX MULT (5162)";"LT"
"F4ALM01849";"CAIXA DE MADEIRA 3600X1000X1000 (5162)";"UN"
"F4ALM01850";"CAL VIRGEM (5162)";"KG"
"F4ALM01851";"CARRETEL P/ ROÇADEIRA (5162)";"PC"
"F4ALM01852";"FIO DE NYLON P/ ROÇADEIRA (5162)";"M"
"F4ALM01853";"MANGUEIRA VÁCUO AR 1 1/2 (5162)";"M"
"F4ALM01854";"PTFE EXPANDIDO CHAPA UM ESP 1 6MMX0310X0565 (5162)";"UN"
"F4ALM01855";"RETENTOR 00501-BR  (5162)";"PC"
"F4ALM01856";"ANEL O´RING 10688-VB   (5162)";"PC"
"F4ALM01859";"TIJOLO 11.5X14X24  (5162)";"PC"
"F4ALM01860";"ROLAMENTO 6902 (5162)";"PC"
"F4ALM01861";"JUNTA P/ MOTOR (5162)";"M"
"F4ALM01862";"VENTILADOR INVERSOR WEG (5162)";"PC"
"F4ALM01858";"PÓ DE PEDRA (5162)";"M"
"F4ALM01863";"ROLETE PUXADOR REFILE (5162)";"PC"
"F4ALM01864";"TEMPORIZADOR AUTONICS CX6M-1P2 (5162)";"PC"
"F4ALM01865";"MUDAS DE GRAMA  (5162)";"M2"
"F4ALM01857";"CADEIRINHA 35X50X65  (5162)";"PC"
"F4ALM01866";"FILTRO P/ ÁGUA WFS007  (5162)";"PC"
"F4ALM01867";"REFIL P/ FILTRO DE ÁGUA C+3  (5162)";"PC"
"F4ALM01868";"PISTOLA DE AR  (5162)";"PC"
"F4ALM01869";"PISTOLA PULVERIZADORA  (5162)";"PC"
"F4ALM01870";"AUTO ADESIVO  (5162)";"PC"
"F4ALM01871";"FILTRO DE PANO 105X210  (5162)";"PC"
"F4ALM01872";"ESTICADOR P/CABO DE AÇO 1/4  (5162)";"PC"
"F4ALM01873";"ESTICADOR P/CABO DE AÇO M10  (5162)";"PC"
"F4ALM01874";"ESTICADOR P/CABO DE AÇO M12  (5162)";"PC"
"F4ALM01875";"TRAVA ROSCA LOCTITE  (5162)";"PC"
"F4ALM01876";"ESCOVA CIRCULAR (5162)";"PC"
"F4ALM01877";"CABO DE AÇO 3/16 (5162)";"PC"
"F4ALM01878";"CABO DE AÇO 1/4 (5162)";"PC"
"F4ALM01879";"CABO DE AÇO 3/8 (5162)";"PC"
"F4ALM01880";"ABRAÇADEIRA P/CABO DE AÇO 3/16 (5162)";"PC"
"F4ALM01881";"ABRAÇADEIRA P/CABO DE AÇO 1/4 (5162)";"PC"
"F4ALM01882";"ABRAÇADEIRA P/CABO DE AÇO 3/8 (5162)";"PC"
"F4ALM01883";"CARREGADOR DE BATERIA 12V (5162)";"PC"
"F4ALM01884";"FONTE 9V (5162)";"PC"
"F4ALM01885";"ÓLEO SOLÚVEL (5162)";"LT"
"F4ALM01886";"LUMINARIA DE SOBREPOR LED 36W 1,20CM (5162)";"PC"
"F4ALM01887";"LUMINARIA DE SOBREPOR LED 36W 60CM (5162)";"PC"
"F4ALM01888";"RELE FOTOELÉTRICO RM74/N (5162)";"PC"
"F4ALM01889";"CHAPA DE AÇO 16 C/ FURO 6MM (5162)";"PC"
"F4ALM01890";"REFLETOR SLIM 100 (5162)";"PC"
"F4ALM01891";"KIT FILTRO REFIL CANOVAS PPF-5 E T33 (5162)";"PC"
"F4ALM01893";"PLACA DRIVER MOTOR BRUSHLESS CP0019-2 (5162)";"UN"
"F4ALM01892";"VENTILADOR /EXAUSTOR 40CM BI-VOLT (5162)";"PC"
"F4ALM01894";"SUPORTE PARA ROLO DE PINTURA (5162)";"PC"
"F4ALM01895";"TINTA BRANCO CONFORTO TELHACOR (5162)";"LT"
"F4ALM01896";"EIXO DO TRITURADOR (5162)";"CJ"
"F4ALM01897";"EIXO DO MOINHO (5162)";"PC"
"F4ALM01898";"DISCO DE FREIO (5162)";"CJ"
"F4ALM01899";"CONTRA FACA DO TRITURADOR (5162)";"PC"
"F4ALM01900";"PINHÃO DO REDUTOR CARRO ESTIRO PP (5162)";"PC"
"F4ALM01901";"ROLO DE BORRACHA CARRO ESTIRO (5162)";"PC"
"F4ALM01902";"ENGRENAGEM BALÃO (5162)";"CJ"
"F4ALM01903";"ESTERCO DE FRANGO  (5162)";"SC"
"MAVN205416";"PLACA DRIVER MOTOR BRUSHLESS CP0019-2 (5159)";"UN"
"F4ALM01904";"TELA GALVANIZADA 2´´FIO 12 ONDULADA 1,40X2,00  (5162)";"UN"
"F4ALM01905";"PISTOLA SLOT 22-15MM PT100 ST  (5162)";"PC"
"F4ALM01906";"VALVULA SOLENOIDE PNEUMATICA C/ CONEXÃO  (5162)";"PC"
"F4ALM01907";"RESISTENCIA COLEIRA  715X30X80  (5162)";"UN"
"F4ALM01908";"RESISTENCIA COLEIRA 2280X80X5800  (5162)";"UN"
"F4ALM01909";"RESISTENCIA COLEIRA  BLINDADA MEIA LUA DIAM233X235  (5162)";"UN"
"F4ALM01910";"ARRUELA P/FILTRO PET  (5162)";"UN"
"F4ALM01911";"PORCA P/FILTRO PET  (5162)";"UN"
"F4ALM01912";"PRISIONEIRO 5/8  (5162)";"UN"
"F4ALM01913";"CHAVE FIM DE CURSO SIEMENS 3SE5112-OLE01 (5162)";"UN"
"F4ALM01914";"CONTROLADOR CAREL PCO XS PCO 1000 BXO (5162)";"UN"
"F4ALM01915";"FIXADOR TRAVA PORTA (5162)";"UN"
"F4ALM01916";"VS 430125 MA 51X59 ALL (5162)";"UN"
"F4ALM01917";"VS EGG TR378070 MA M 53X50 ALL (5162)";"UN"
"F4ALM01918";"VS A CLASSICO MA P TSB (5162)";"UN"
"F4ALM01919";"DRAC. REFLEXA ANITA MDPT30VL (5162)";"UN"
"F4ALM01920";"PACOVA ESPECIAL MDPT42AV (5162)";"UN"
"F4ALM01921";"FICUS ELASTICA RUBY MDPT17VL (5162)";"UN"
"F4ALM01922";"DRENADIM 52X52CM FG (5162)";"UN"
"F4ALM01923";"FORTH CONDICIONADOR FLOREIRA 20K FORTH REF 2736 (5162)";"UN"
"F4ALM01924";"PINOXIM 700GRS FL REF 002 (5162)";"UN"
"F4ALM01925";"ARGILA EXPANDIDA 50LTS CIN (5162)";"UN"
"F4ALM01926";"CASCA PINUS POLIDA M 5KG CONTE (5162)";"UN"
"F4ALM01927";"SUPORTE RED PREMIUM 35CM LENITA (5162)";"UN"
"F4ALM01928";"SUPORTE RED PREMIUM 25CM LENITA (5162)";"UN"
"F4ALM01929";"VALVULA EXPANSÃO TGEX40 (5162)";"PC"
"F4ALM01930";"PROTETOR PONTA DE VERGALHÃO PLASTICA VERMELHO (5162)";"UN"
"F4ALM01931";"CONECTOR PORTA FUSIVEL 0,4 A 4MM (5162)";"UN"
"F4ALM01932";"BIOZ GRANEL CB  (5162)";"KG"
"F4ALM01933";"ESCOVA 280MM x 400MM  (5162)";"UN"
"F4ALM01934";"MANTA FILTRANTE F-550 METRO LINEAR 1,00X1,00 (5162)";"UN"
"F4ALM01935";"UV 285W 3 X 95W 220V (5162)";"UN"
"F4ALM01936";"CRISTAIS DE SAL  (5162)";"KG"
"F4ALM01937";"BOMBA ORCA 25000 220V  (5162)";"UN"
"F4ALM01938";"TAMPA CEGA P/CONDULETE 3/4 (5162)";"UN"
"F4ALM01939";"CHAPA DE AÇO 150X150X1/4 (5162)";"UN"
"F4ALM01940";"EXTINTOR DE ÁGUA 10 LT (5162)";"UN"
"F4ALM01941";"EXTINTOR DE PÓ 2 KG - ABC (5162)";"UN"
"F4ALM01942";"PORCA KM8 (5162)";"UN"
"F4ALM01943";"ALINHADOR LINEAR BORDA BST ELTROMAT (5162)";"UN"
"F4ALM01944";"CAPA PARA POTENCIOMETRO (5162)";"UN"
"F4ALM01945";"EMENDA P/ CABO DE REDE (5162)";"UN"
"F4ALM01946";"TINTA BRANCA P/ MADEIRAS (5162)";"UN"
"F4ALM01947";"DOBRADIÇA GONZO Nº1 (5162)";"UN"
"F4ALM01948";"DOBRADIÇA GONZO Nº2 (5162)";"UN"
"F4ALM01949";"FLUIDO DE CORTE (5162)";"UN"
"F4ALM01950";"CILINDRO PNEUMATICO 80X400 DE CURSO (5162)";"UN"
"F4ALM01951";"FOLHA DE SERRA (5162)";"UN"
"F4ALM01953";"REPARO DO CILINDRO PARKER DIAMETRO 80MM (5162)";"UN"
"F4ALM01954";"RELE ESTADO SOLIDO GEFRAN 40A-480VAC (5162)";"UN"
"F4ALM01955";"PEDRA PARA ACENDEDOR MAÇARICO (5162)";"UN"
